actual_value,predicted_value
4.526,3.962599897535939
3.585,3.8933110266756596
3.521,3.510730877381684
3.413,2.834490978304259
3.422,2.08342977063487
2.697,2.167131622115043
2.992,1.9918341163987834
2.414,1.7631894956892424
2.267,1.3266264995191661
2.611,1.9914779598445218
2.815,1.8047923632086715
2.418,1.816574789527576
2.135,1.7467983705551122
1.913,1.5996382994755505
1.592,1.2596115559390229
1.4,1.3606292603894143
1.525,1.6297637363996857
1.555,1.3615492739244035
1.587,1.2960164676539512
1.629,1.5604972668201653
1.475,1.0478938214058902
1.598,1.182994471552464
1.139,1.1834578718883113
0.997,1.379853695935316
1.326,1.5506761913714198
1.075,1.4886467240922177
0.938,1.5038019705326737
1.055,1.2166462519203405
1.089,1.1469120840526301
1.32,1.1871420477632095
1.223,1.2716844143817063
1.152,1.2784358845938244
1.104,1.2118988007918559
1.049,1.045050112155831
1.097,1.5973233676664194
0.972,1.0974225787773484
1.045,0.9216380912609035
1.039,1.0576300807555397
1.914,1.9270361679456114
1.76,1.535809736178497
1.554,1.3422291404397608
1.5,1.0124191462368484
1.188,0.9078883319930118
1.888,2.136479706008844
1.844,1.7325948052617615
1.823,1.5901684728330638
1.425,1.3217918016184225
1.375,1.1993037061331577
1.875,0.8757753271713697
1.125,1.2144080932214667
1.719,0.8573771156483402
0.938,1.0901675136606277
0.975,0.898799142966167
1.042,0.9795918933612329
0.875,1.1461747159311702
0.831,1.06547498429966
0.875,1.1034789189119827
0.853,0.809008254913072
0.803,0.9696973020090356
0.6,1.5654114217466897
0.757,1.8936798456164654
0.75,3.043971925377179
0.861,0.8515555807235788
0.761,0.969473902425699
0.735,1.5610474124625044
0.784,0.9622836040796982
0.844,0.8068366016261631
0.813,1.5604847321088586
0.85,1.2549303493814483
1.292,0.8500447121576675
0.825,1.2201247581879104
0.952,0.7805349636468633
0.75,1.2040307925650902
0.675,0.7084856012810054
1.375,1.5199734523390231
1.775,0.8572967760350007
1.021,1.4788683054143656
1.083,0.9348632650316392
1.125,0.7966798151315464
1.313,1.3224573266593622
1.625,1.1030829420206474
1.125,0.976143620686998
1.125,1.1219425080276795
1.375,0.8205239663105535
1.188,1.2349277378011931
0.982,1.485775446809949
1.188,0.882668186822474
1.625,0.794948254099028
1.375,0.8954522154794833
5.00001,1.0032161823125127
1.625,1.344460040690957
1.375,0.8301690622209682
1.625,0.8030839360337279
1.875,1.572159511010749
1.792,1.2227961200695578
1.3,1.2323744167582835
1.838,1.6172032706291148
1.25,1.3238092122877636
1.7,0.9443429910151929
1.931,1.5299436933836228
2.578,1.4663268083476715
2.734,1.7632400338686427
2.375,1.7874829504703162
3.5,1.543766846092581
3.357,1.6020594605090859
3.134,2.5356259149584215
2.685,1.840005621284572
2.594,1.796911556741008
2.757,2.081005496003604
2.25,2.0811516035921565
2.625,2.60335234974898
2.185,1.544918350047112
2.55,1.7068139096148385
2.241,1.7811369029222524
2.431,1.9249546308856882
2.316,1.7918508338267247
2.185,1.4317742256002413
2.341,1.732295531693524
3.276,2.9130842231898475
3.476,2.6719900771958236
3.661,2.9583022663097442
3.35,2.563093899318055
3.736,3.1133019673078617
3.895,2.6225465441262776
3.911,3.4909673446533227
3.373,2.7138294865171266
2.952,3.5978612292855323
2.923,2.9696358416093087
4.115,3.6030608312936945
3.115,3.0040869786608235
3.259,3.408700254359994
3.926,5.324577112139133
3.193,3.5910143500369758
3.333,3.328359054203538
3.352,3.90905944457218
3.512,3.9874348394505406
3.689,3.3382869038769893
3.659,3.950414566893899
3.667,3.4133450227652915
3.628,3.1011983496394624
4.833,3.152421556762895
3.314,3.418718081684591
3.235,3.297618404024688
2.167,1.6648386016976342
2.331,1.752404969667078
2.964,2.669367551507866
2.737,3.1953763327193263
2.277,1.824560215964072
1.996,1.7280709661512792
2.398,2.3569880221271533
2.701,2.1734560982772853
3.021,2.699288058379716
2.695,1.7907644900898156
3.147,2.468454239741381
3.901,3.871381323155878
4.103,4.17697084953773
3.524,3.332783613854166
2.873,2.9960855538132978
3.487,3.6049149323066527
2.438,1.613445472486094
2.115,1.4009749757288834
2.184,1.7183633113345373
2.699,1.9995515333723581
2.188,1.8000103096252185
2.25,1.6697397977892279
2.5,1.3486141243919203
1.714,1.1348752893322165
1.938,1.0356597496796627
1.25,1.426194917666282
0.975,1.1918031642675317
1.25,1.57853991402932
1.388,1.3727080332083184
1.167,1.3765890368644518
1.518,1.1340294743870964
1.27,1.4211367488820281
1.286,1.3614951860265059
1.406,1.3541233308720826
1.827,1.5565214645927177
1.469,1.4656236063259591
1.228,1.6905555529728686
1.693,1.5039190204047328
1.266,1.2895221265625454
1.279,1.2607382297620973
1.235,1.398572410443522
1.119,1.4683679002548553
1.128,1.28213308275506
1.079,1.673161199088351
1.375,1.25242864362472
1.055,1.354152814896987
0.955,1.3416905281212945
1.161,1.8843313686028649
1.122,1.3979117079528387
0.75,1.3679117070293596
1.125,1.150751733308731
1.25,1.9834228262133604
1.15,1.1511365261115025
0.95,1.168155466894388
0.964,1.5487244725550562
0.72,1.5482345922995497
0.713,1.5839111840400801
0.808,1.729256224295954
1.288,1.0702464047568672
1.125,1.2572812357500611
1.194,1.084863366853542
1.181,1.0801174686439752
1.225,1.30022416921129
1.063,1.4273030287704775
1.325,1.344124605712994
1.227,1.1579402214500099
1.133,1.0313919337575046
1.095,1.9328050262809326
